0	title	release_year	genre	score	platfor
10378	Elemental: War of Magic	2010	Strategy	6	P
10379	Shaun White Skateboarding	2010	Sports	5.5	Xbox 36
10380	DJ Max Portable 3	2010	Music	7	PlayStation Portabl
10381	Time Crisis: Razing Storm	2010	Shooter	4	PlayStation 
10382	Fable III	2010	RPG	8.5	Xbox 360,P
10383	Rock Band 3	2010	Music	8.5	Xbox 360,PlayStation 3,Nintendo DS,Wi
10384	God of War: Ghost of Sparta	2010	Action, Adventure	9.5	PlayStation Portabl
10385	The Ball	2010	Action, Adventure	7	P
10386	The Shoot	2010	Shooter	6	PlayStation 
10387	Buck and the Coin of Destiny	2010	Platformer	7.5	iPhon
10388	Angry Birds Seasons	2010	Puzzle, Action	8	iPhon
10389	Angry Birds Halloween HD	2010	Puzzle, Action	8	iPa
10390	Reckless Racing	2010	Racing	8	iPhon
10391	Create	2010	Adventure	5.5	Xbox 360,PlayStation 3,Wii,P
10392	Pictionary [2010]	2010	Trivia	7.5	Wi
10393	Clones	2010	Strategy	6.5	P
10394	EA Sports Active 2	2010	Sports	7	Xbox 360,PlayStation 3,Wi
10395	Nail'd	2010	Racing	5.5	PlayStation 3,Xbox 36
10396	Spin Master	2010	Action	6	Wi
10397	Splatterhouse	2010	Action	4	PlayStation 3,Xbox 36
10398	Michael Jackson: The Experience	2010	Music	3.5	Wii,Nintendo DS,PlayStation Portable,PlayStation 3,Xbox 36
10399	Pac-Man Championship Edition DX	2010	Action	10	PlayStation 3,Xbox 36
10400	Frenzic	2010	Puzzle	8	Nintendo DS
10401	Your Shape: Fitness Evolved	2010	Sports	7	Xbox 36
10402	Atari's Greatest Hits Volume 1	2010	Action, Compilation	6	Nintendo D
10403	Need for Speed: Hot Pursuit	2010	Racing	9	PlayStation 3,PC,Xbox 360,iPhon
10404	Disney Epic Mickey	2010	Action, Adventure	8	Wi
10405	Who's That Flying!?	2010	Shooter	8	PlayStation Portable,PC,iPhone,iPa
10406	Gran Turismo 5	2010	Racing	8.5	PlayStation 
10407	Beyblade: Metal Fusion	2010	Action	4	Nintendo D
10408	Fable III: Understone Quest Pack	2010	RPG	4.5	Xbox 36
10409	Robot Unicorn Attack Christmas Edition	2010	Action	5	iPhon
10410	Dead Nation	2010	Shooter	7.5	PlayStation 
10411	Family Feud Decades	2010	Trivia	4	Wi
10412	Street Slam	2010	Sports	8	Wi
10413	Silverfish	2010	Shooter	8.5	iPhon
10414	Trucks and Skulls	2010	Puzzle, Action	8	iPhon
10415	Babysitting Mama	2010	Simulation	4.5	Wi
10416	Flip's Twisted World	2010	Platformer	4	Wi
10417	Hoard	2010	Action	8	PlayStation 3,PlayStation Portable,P
10418	Voice Fantasy	2010	RPG	5	iPhon
10419	FlingSmash	2010	Action	4	Wi
10420	Monopoly Streets	2010	Board	7.5	Xbox 360,Wii,PlayStation 
10421	Capcom Arcade	2010	Compilation	7.5	iPhon
10422	Baseball Superstars 2011	2010	Sports	8	iPhon
10423	Golden Sun: Dark Dawn	2010	RPG	7.5	Nintendo D
10424	Majin and the Forsaken Kingdom	2010	Action	7	Xbox 360,PlayStation 
10425	Apache: Air Assault	2010	Action	7.5	PlayStation 3,Xbox 36
10426	Naruto Shippuden: Dragon Blade Chronicles	2010	Action	5.5	Wi
10427	Beyblade: Metal Fusion -- Battle Fortress	2010	Action	4.5	Wi
10428	Battle of Giants: Dinosaurs Strike	2010	Battle	5	Wi
10429	Call of Duty: Black Ops	2010	Shooter	7.5	Wii,PC,Xbox 360,PlayStation 
10430	Gods vs. Humans!	2010	Strategy	4.5	Wi
10431	Zombie Crisis 3D	2010	Shooter	7	iPhon
10432	The UnderGarden	2010	Puzzle, Adventure	7	Xbox 360,P
10433	Pound of Ground	2010	Shooter	3.5	P
10434	Kinect Sports	2010	Sports, Action	8	Xbox 36
10435	Kinect Joy Ride	2010	Racing	6	Xbox 36
10436	Kinectimals	2010	Virtual Pet	7	Xbox 36
10437	Fist of the North Star: Ken's Rage	2010	Action	5	Xbox 360,PlayStation 
10438	Splatterhouse [1988]	2010	Action	4.5	iPhon
10439	Mutant Bash TV	2010	Shooter	7.5	iPhon
10440	Bejeweled Live	2010	Puzzle	7	Windows Phon
10441	Motionsports	2010	Sports	4.5	Xbox 36
10442	Nimbus	2010	Racing	8	P
10443	O.M.G.	2010	Action	7.5	Windows Phon
10444	Lufia: Curse of the Sinistrals	2010	RPG	8.5	Nintendo D
10445	Crafting Mama	2010	Simulation	6	Nintendo D
10446	Glow Artisan	2010	Puzzle	8	Windows Phon
10447	Lucha Libre AAA: Heroes del Ring	2010	Wrestling	5	PlayStation 3,Xbox 36
10448	Alien Breed Impact	2010	Shooter	7.5	PlayStation 
10449	Sonic Free Riders	2010	Racing, Action	7.5	Xbox 36
10450	Wackylands Boss	2010	Adventure	8	iPhon
10451	Namco Museum Megamix	2010	Action, Compilation	5	Wi
10452	Poker Night at the Inventory	2010	Card	8	P
10453	TV SuperStars	2010	Party	6	PlayStation 
10454	Spider-Man: Total Mayhem HD	2010	Action	8.5	iPa
10455	Gobliiins	2010	Adventure	4	iPhon
10456	DanceMasters	2010	Music	6.5	Xbox 36
10457	Blood Drive	2010	Action	5.5	PlayStation 3,Xbox 36
10458	Cooking Dash 3: Thrills & Spills	2010	Strategy	8.5	P
10459	Twin Blades: The Reaping Vanguard	2010	Action	7	Windows Phon
10460	James Bond 007: Blood Stone	2010	Action	5	PlayStation 3,PC,Xbox 360,Nintendo D
10461	Faery: Legends Of Avalon	2010	RPG	7	Xbox 360,PlayStation 3,P
10462	Yu-Gi-Oh! 5D's Decade Duels	2010	Strategy	4.5	Xbox 36
10463	Harry Potter and the Deathly Hallows: Part 1	2010	Adventure	2	PlayStation 3,Xbox 360,Wi
10464	Dance Central	2010	Music	8	Xbox 36
10465	Adrenalin Misfits	2010	Sports	5	Xbox 36
10466	Kinect Adventures	2010	Action	6.5	Xbox 36
10467	Super Mario All-Stars Limited Edition	2010	Platformer	7	Wi
10468	Kung-Fu Live	2010	Fighting	4	PlayStation 
10469	Fluidity	2010	Puzzle	8.5	Wi
10470	The Fight: Lights Out	2010	Fighting	3	PlayStation 
10471	Arcade Hits: Shienryu	2010	Shooter	7.5	PlayStation 
10472	LEGO Universe	2010	Action	5	P
10473	Mushihimesama: Bug Panic	2010	Shooter	7.5	iPhon
10474	Donkey Kong Country Returns	2010	Platformer	9	Wi
10475	Guardians of Graxia	2010	Card, Battle	5.5	P
10476	Star Wars Arcade: Falcon Gunner	2010	Shooter	7	iPhon
10477	Sonic Colors	2010	Action, Adventure	8.5	Wii,Nintendo D
10478	Fighters Uncaged	2010	Fighting	3	Xbox 36
10479	Dragon Ball: Raging Blast 2	2010	Fighting	5.5	Xbox 360,PlayStation 
10480	PokéPark Wii: Pikachu's Adventure	2010	Adventure	7.5	Wi
10481	Today I Die Again	2010	Adventure	8	iPhon
10482	The Kings' Crusade	2010	Strategy	5	P
10483	CarneyVale Showtime	2010	Puzzle	8.5	Windows Phon
10484	Death Worm	2010	Action	8	iPhon
10485	The Sly Collection	2010	Platformer	8.5	PlayStation 3,PlayStation Vit
10486	Cities XL 2011	2010	Simulation	7	P
10487	Stenches: A Zombie Tale of Trenches	2010		7.5	iPhon
10488	Dairojo! Samurai Defenders	2010	Strategy	8	Nintendo DS
10489	Divinity II: Flames of Vengeance	2010	RPG	6	P
10490	Eternal Legacy	2010	RPG	8	iPhon
10491	LittleBigPlanet: Sackboy's Prehistoric Moves	2010	Platformer	6.5	PlayStation 
10492	Infinity Blade	2010	Fighting, Action	9	iPhon
10493	Star Wars: Imperial Academy	2010	Shooter	5.5	iPhon
10494	Power Gig: Rise of the SixString	2010	Music	4	Xbox 360,PlayStation 
10495	Assassin's Creed: Brotherhood	2010	Action	8	Xbox 360,PlayStation 3,P
10496	Need for Speed Nitro-X	2010	Racing	7.5	Nintendo DS
10497	Tom Clancy's Ghost Recon: Predator	2010	Shooter	6	PlayStation Portabl
10498	SingStar Dance	2010	Music	5.5	PlayStation 
10499	No Heroes Allowed!	2010	Simulation	7	PlayStation Portabl
10500	Art Academy	2010	Productivity	6.5	Nintendo D
10501	Mario vs. Donkey Kong Mini-Land Mayhem	2010	Puzzle	9	Nintendo D
10502	Bejeweled 3	2010	Puzzle	8	PC,Xbox 36
10503	Lord of the Rings: Middle-earth Defense	2010	Strategy	7.5	iPhon
10504	Raving Rabbids: Travel in Time	2010	Party	7	Wi
10505	Deadliest Catch: Sea of Chaos	2010	Hunting	6.5	PlayStation 
10506	Rune Factory 3: A Fantasy Harvest Moon	2010	Strategy	8	Nintendo D
10507	Rock Band Reloaded	2010	Music	7.5	iPhon
10508	Tron Evolution	2010	Action	6	PlayStation 3,Xbox 360,P
10509	Chu Chu Rocket HD	2010	Puzzle	8.5	iPa
10510	Dragon's Lair Trilogy	2010	Action, Compilation	7	Wi
10511	Red Dead Redemption -- Undead Nightmare	2010	Action, Adventure	10	Xbox 360,PlayStation 
10512	Zeit 2	2011	Shooter	7	Xbox 360,P
10513	Dark Lords	2011	Strategy	7.5	iPhon
10514	Breach	2011	Action	6	Xbox 360,P
10515	Ash	2011	RPG	7	iPhon
10516	Spare Parts	2011	Action, Adventure	4.5	PlayStation 3,Xbox 36
10517	Strange Rain	2011	Adventure	8.5	iPhon
10518	Dead Space [mobile version]	2011	Action, Adventure	8.5	iPhone,iPa
10519	Glory Days: Tactical Defense	2011	Strategy	7.5	Nintendo DS
10520	Dead Space 2	2011	Action	9	Xbox 360,P
10521	Dead Space 2 (Limited Edition)	2011	Action, Adventure	9	PlayStation 
10522	Mindjack	2011	Shooter	4	PlayStation 3,Xbox 36
10523	Exed Exes (Arcade)	2011	Shooter	3.5	Wi
10524	Prinny 2: Dawn of Operation Panties, Dood!	2011	RPG	7	PlayStation Portabl
10525	Road Blaster	2011	Racing	8	iPhon
10526	Commando (Arcade)	2011	Action	5	Wi
10527	Dragon Age II	2011	RPG	8.5	PlayStation 3,PC,Xbox 36
10528	MLB 11: The Show	2011	Sports	8	PlayStation 
10529	Fight Night Champion	2011	Sports	8.5	iPhone,Xbox 360,PlayStation 
10530	Hot Springs Story	2011	Strategy	8	iPhon
10531	Pokemon Black Version	2011	RPG	9	Nintendo D
10532	Pokemon White Version	2011	RPG	9	Nintendo D
10533	Bit.Trip Flux	2011	Action	8.5	Wi
10534	Remote Racers	2011	Racing	4	Nintendo DS
10535	Fable III: Traitor's Keep	2011	RPG	8	Xbox 36
10536	Dead Space 2: Severed	2011	Action, Adventure	7	PlayStation 
10537	Alien Breed 3: Descent	2011	Shooter	6.5	PC,PlayStation 3,Xbox 36
10538	Beyond Good & Evil HD	2011	Action, Adventure	8.5	Xbox 36
10539	Shadow Guardian	2010	Action, Adventure	8.5	iPhon
10540	Battlefield: Bad Company 2 -- Vietnam	2010	Shooter	9.5	Xbox 360,P
10541	999: 9 Hours, 9 Persons, 9 Doors	2010	Adventure	9	Nintendo D
10542	X-Men: The Arcade Game	2010	Action	7.5	Xbox 360,PlayStation 
10543	PixelJunk Shooter 2	2011	Shooter	8	PlayStation 
10544	Pucca's Kisses Game	2011	Platformer	6.5	Wi
10545	You Don't Know Jack	2011	Trivia	6	Nintendo DS,Wii,PlayStation 3,PC,Xbox 36
10546	Back to the Future: The Game -- Episode 2: Get Tannen!	2011	Adventure	8.5	PC,PlayStation 3,iPa
10547	Gods Eater Burst	2011	Adventure	6.5	PlayStation Portabl
10548	Rudolph the Red-Nosed Reindeer	2010	Adventure	1.5	Wi
10549	N.O.V.A. 2: Near Orbit Vanguard Alliance	2010	Shooter	8.5	iPhon
10550	Lilt Line	2010	Music	7.5	Wi
10551	SimCity Deluxe HD	2010	Simulation	7.5	iPa
10552	Yu-Gi-Oh! 5D's Duel Transer	2010	Card, Battle	7	Wi
10553	Dungeons	2011	Strategy	6.5	P
10554	Food Processing	2011	Action	8	iPhon
10555	Apox	2011	Strategy	4.5	P
10556	Bloodline Champions	2011	Action	8	P
10557	Pictureka!	2010	Puzzle	7	iPhon
10558	Drawn: The Painted Tower HD	2010	Puzzle	9	iPa
10559	Tron Legacy -- The Movie	2010	Action	5.5	iPhon
10560	Avenging Spirit	2010	Action	5	iPhone,Nintendo 3D
10561	Mystery Case Files: 13th Skull	2010	Puzzle, Adventure	7	P
10562	Bomberman Live: Battlefest	2010	Action	8	Xbox 36
10563	Marvel Pinball	2010	Pinball	8	PlayStation 3,Xbox 36
10564	Pix'n Love Rush DX	2010	Action	7.5	iPa
10565	Dead Rising 2: Case West	2010	Action, Adventure	8.5	Xbox 36
10566	Back to the Future: The Game -- Episode 1: It's About Time	2010	Adventure	8.5	PC,PlayStation 
10567	Asphalt 6: Adrenaline	2010	Racing	7.5	iPhon
10568	Fallout: New Vegas -- Dead Money	2010	RPG	6.5	Xbox 360,PlayStation 3,P
10569	World of Warcraft: Cataclysm	2010	RPG	9	P
10570	Dance Dance Revolution	2010	Music	7	Wii,PlayStation 
10571	A World of Keflings	2010	Simulation	8	Xbox 36
10572	Quake Arena Arcade	2010	Shooter	7	Xbox 36
10573	A Space Shooter for Two Bucks!	2010	Shooter	9	PlayStation Portabl
10574	Real Racing 2	2010	Racing	9	iPhon
10575	Radiant Historia	2011	RPG	8.5	Nintendo D
10576	Cardboard Castle	2011	Puzzle	7.5	iPhon
10577	Test Drive Unlimited 2	2011	Racing	5.5	PC,Xbox 360,PlayStation 
10578	Hard Corps: Uprising	2011	Shooter	8.5	Xbox 360,PlayStation 
10579	Stacking	2011	Puzzle	8.5	PlayStation 3,Xbox 36
10580	Sacred Odyssey: Rise of Ayden	2011	Adventure	8	iPhon
10581	A.R.E.S.: Extinction Agenda	2011	Platformer	7.5	P
10582	Warhammer 40,000: Dawn of War II -- Retribution	2011	Strategy	8.5	P
10583	Faxanadu	2011	Action, RPG	8.5	Wi
10584	Eat Them!	2010	Action	6.5	PlayStation 
10585	Echochrome II	2010	Puzzle	7	PlayStation 
10586	Lara Croft and the Guardian of Light HD	2010	Action, Adventure	5.5	iPa
10587	Mafia II: Joe's Adventures	2010	Action	6	PlayStation 
10588	Ghosts 'N Goblins (Arcade)	2011	Action	7	Wi
10589	MicroBot	2011	Shooter	6.5	PlayStation 3,Xbox 36
10590	Papa Sangre	2011	Adventure	9	iPhon
10591	Floe: A Little Bear Needs Your Help	2011	Platformer	7.5	iPhon
10592	JellyCar 2	2011	Racing, Action	3.5	Wi
10593	Venetica	2011	Action	6	PlayStation 3,Xbox 360,P
10594	New Bust-A-Move	2011	Puzzle	6.5	iPhon
10595	Infinity Field HD	2011	Shooter	8	iPa
10596	Marvel Vs. Capcom 3: Fate of Two Worlds	2011	Fighting	8.5	Xbox 360,PlayStation 
10597	Tactics Ogre: Let Us Cling Together	2011	Strategy	8.5	PlayStation Portabl
10598	Bionic Commando Rearmed 2	2011	Platformer	6	Xbox 360,PlayStation 
10599	Mario Sports Mix	2011	Sports	6.5	Wi
10600	Black Tiger	2011	Action, Adventure	7.5	Wi
10601	Explodemon!	2011	Platformer	8	PlayStation 
10602	Two Worlds II	2011	RPG	6	PC,Xbox 360,PlayStation 
10603	Killzone 3	2011	Shooter	8.5	PlayStation 
10604	Trinity: Souls of Zill O'll	2011	RPG	5	PlayStation 
10605	Knights Contract	2011	Action	3.5	PlayStation 3,Xbox 36
10606	Hyperdimension Neptunia	2011	RPG	6	PlayStation 
10607	Tiny Wings	2011	Platformer	8	iPhon
10608	Ys I & II Chronicles	2011	RPG	6.5	PlayStation Portabl
10609	Bulletstorm	2011	Action	8	PlayStation 3,Xbox 360,P
10610	Bejeweled Blitz Live	2011	Puzzle	7	Xbox 36
10611	Clumsy Bob	2011	Platformer	7.5	iPhon
10612	Burn the Rope	2011	Puzzle	7.5	iPhone,Wi
10613	SonSon (Arcade)	2011	Shooter	6	Wi
10614	Darius Twin	2011	Action	5.5	Wi
10615	Ghost Trick: Phantom Detective	2011	Adventure	8.5	Nintendo D
10616	Kingdom Hearts: Re:coded	2011	Action, RPG	8	Nintendo D
10617	Ramps	2011	Puzzle	7	iPhon
10618	Battleheart	2011	RPG	5.5	iPhon
10619	Luxor HD	2011	Puzzle	8	iPa
10620	Tales from Space: About a Blob	2011	Platformer	8	PlayStation 
10621	Cover Orange	2011	Puzzle	8.5	iPhon
10622	Crasher	2011	Action, RPG	5.5	P
10623	Devil May Cry 4 Refrain	2011	Action	7	iPhon
10624	Hysteria Project 2	2011	Adventure	5	iPhon
10625	1942 (Arcade)	2011	Shooter	5.5	Wi
10626	Survivor	2011	Adventure	4.5	Nintendo DSi,Wi
10627	Magicka	2011	Action, RPG	7	P
10628	DC Universe Online	2011	RPG	7	PC,PlayStation 3,PlayStation 
10629	de Blob 2	2011	Platformer	7.5	Nintendo DS,Xbox 360,Wii,PlayStation 
10630	Ridge Racer Accelerated HD	2011	Racing	6.5	iPa
10631	StarFront: Collision	2011	Strategy	7.5	iPhon
10632	Dragon Quest VI: Realms of Revelation	2011	RPG	7	Nintendo D
10633	Hot Shots Shorties -- Bundle Pack	2011	Party	5.5	PlayStation Portabl
10634	Ghost Mania	2011	Puzzle, Adventure	5.5	Wi
10635	NightSky	2011	Puzzle	7.5	P
10636	Ricochet HD	2011	Action	5.5	PlayStation 
10637	Ilomilo	2011	Puzzle	8	Xbox 36
10638	Lost in Shadow	2011	Platformer	7.5	Wi
10639	S.C.A.T.: Special Cybernetic Attack Team	2011	Shooter	7.5	Wi
10640	Back to the Future: The Game	2011	Adventure	7.5	iPad,PC,Wi
10641	Body and Brain Connection	2011	Educational	5	Xbox 36
10642	Volcano Escape	2011	Platformer	6.5	iPhon
10643	Auditorium	2011	Music	8.5	PlayStation 
10644	LittleBigPlanet 2	2011	Platformer	9	PlayStation 
10645	MovieCat	2011	Trivia	8	iPhon
10646	Homefront	2011	Shooter	7	Xbox 360,PC,PlayStation 
10647	Battle: Los Angeles	2011	Shooter	5.5	PC,Xbox 360,PlayStation 
10648	Major League Baseball 2K11	2011	Sports	7	PlayStation 3,Xbox 36
10649	2Bit	2011	Puzzle	7.5	iPhon
10650	Okamiden	2011	Adventure	8.5	Nintendo D
10651	LEGO Star Wars III: The Clone Wars	2011	Action, Adventure	7.5	Xbox 360,PlayStation 3,PlayStation Portable,Nintendo DS,Nintendo 3DS,PC,Wi
10652	Super Street Fighter IV 3D Edition	2011	Fighting	8.5	Nintendo 3D
10653	Ridge Racer 3D	2011	Racing	8	Nintendo 3D
10654	Crysis 2	2011	Shooter	9	PC,PlayStation 3,Xbox 36
10655	War Pinball	2011	Pinball	8	iPhon
10656	Shift 2 Unleashed	2011	Racing	8.5	PC,PlayStation 3,Xbox 36
10657	WWE All Stars	2011	Wrestling	7	Xbox 360,Wii,PlayStation 3,PlayStation Portable,Nintendo 3D
10658	YooStar 2	2011	Music	5	Xbox 360,PlayStation 
10659	Mass Effect 2: Arrival	2011	RPG	7	Xbox 360,PlayStation 3,P
10660	Super Monkey Ball 3D	2011	Action	7.5	Nintendo 3DS,Nintendo 3D
10661	Warriors: Legends of Troy	2011	Adventure	6	PlayStation 
10662	Swarm	2011	Action	8.5	Xbox 360,PlayStation 
10663	Madden NFL Football	2011	Sports	5	Nintendo 3D
10664	Bird Zapper!	2011	Puzzle, Action	8	iPhon
10665	Dissidia 012 Final Fantasy	2011	Action, RPG	9	PlayStation Portabl
10666	Land-a Panda	2011		8	iPhon
10667	Real Racing 2 HD	2011	Racing	9	iPa
10668	Yakuza 4	2011	Action	6.5	PlayStation 
10669	Inside a Star-Filled Sky	2011	Puzzle	9	P
10670	Breakeroids	2011	Action	8	iPhon
10671	Speedball 2 Evolution	2011	Sports, Action	6.5	iPhon
10672	Angry Birds Rio	2011	Puzzle, Action	8.5	Android,iPhon
10673	PlayStation Move Heroes	2011	Action	5	PlayStation 
10674	PilotWings Resort	2011	Flight	7	Nintendo 3D
10675	Atom Zombie Smasher	2011	Action	7.5	P
10676	Rainbow Six: Shadow Vanguard	2011	Shooter	6.5	iPhon
10677	Tiger Woods PGA Tour 12: The Masters	2011	Sports	8	Wii,Xbox 360,PlayStation 3,iPhon
10678	The Sims Medieval	2011	Simulation	8.5	P
10679	Naruto Shippuden: Kizuna Drive	2011		7	PlayStation Portabl
10680	Nintendogs + Cats: French Bulldog & New Friends	2011		7	Nintendo 3D
10681	Nintendogs + Cats: Toy Poodle & New Friends	2011		7	Nintendo 3D
10682	Ghostbusters: Sanctum of Slime	2011	Shooter	4.5	PC,Xbox 360,PlayStation 
10683	Kami Retro	2011	Puzzle	8	iPhon
10684	Dreamcast Collection	2011	Action, Compilation	5	Xbox 36
10685	League of Evil	2011	Platformer	9	iPhon
10686	Liqua Pop	2011		8	iPhon
10687	Steel Diver	2011	Simulation	7	Nintendo 3D
10688	Rift	2011	RPG	8.5	P
10689	Tapper World Tour	2011	Action	8.5	iPhon
10690	Full House Poker	2011	Card	8	Xbox 36
10691	Top Spin 4	2011	Sports	8.5	Xbox 360,PlayStation 
10692	Get Outta My Galaxy	2011	Action	6.5	iPhon
10693	Tomb Raider Trilogy	2011	Adventure, Compilation	7.5	PlayStation 
10694	Combat of Giants: Dinosaurs 3D	2011	Battle	5.5	Nintendo 3D
10695	Rayman 3D	2011	Platformer	5.5	Nintendo 3D
10696	Tom Clancy's Ghost Recon: Shadow Wars	2011	Action	7	Nintendo 3D
10697	Superbrothers: Sword & Sworcery EP	2011	Adventure	9.5	iPad,iPhon
10698	iStunt 2	2011	Sports	8	iPhon
10699	Nintendogs + Cats: Golden Retriever & New Friends	2011		7	Nintendo 3D
10700	Cities in Motion	2011	Simulation	7	P
10701	Total War: Shogun 2	2011	Strategy	9	P
10702	Slam Bolt Scrappers	2011	Puzzle	5.5	PlayStation 
10703	Jikandia: The Timeless Land	2011	RPG	5.5	PlayStation Portabl
10704	Hobo with a Shotgun	2011	Action	3	iPhon
10705	Asphalt 3D	2011	Racing	3	Nintendo 3D
10706	The 3rd Birthday	2011	Adventure	8.5	PlayStation Portabl
10707	Minute to Win It	2011	Trivia	2.5	iPhone,Xbox 36
10708	Arcade Essentials	2011	Action	4.5	Wi
10709	Assassin's Creed Brotherhood: The Da Vinci Disappearence	2011	Action	6.5	PlayStation 3,Xbox 36
10710	NASCAR The Game 2011	2011	Racing	6	Xbox 360,PlayStation 3,Wi
10711	Samurai Warriors Chronicles	2011	Action	5	Nintendo 3D
10712	Monster Tale	2011	Adventure	8.5	Nintendo D
10713	LEGO Pirates of the Caribbean: The Video Game	2011	Adventure	7.5	Xbox 360,PlayStation 3,PlayStation Portable,Wii,Nintendo DS,Nintendo 3D
10714	Gears	2011	Puzzle	8	iPhon
10715	Thor: God of Thunder	2011	Action, Adventure	3	Xbox 360,PlayStation 3,Nintendo DS,Wii,Nintendo 3D
10716	Outland	2011	Action	9	Xbox 360,PlayStation 
10717	Super Bonk	2011	Platformer	5.5	Wi
10718	Resident Evil Mercenaries VS	2011	Action	6	iPhon
10719	Ar tonelico Qoga: Knell of Ar Ciel	2011	RPG	6	PlayStation 
10720	Moon Diver	2011	Action	7	PlayStation 3,Xbox 36
10721	The Legend of Heroes: Trails in the Sky	2011	RPG	8	PlayStation Portabl
10722	The Dishwasher: Vampire Smile	2011	Action	7.5	Xbox 36
10723	Gemini Rue	2011	Adventure	9	P
10724	Bust-A-Move Universe	2011	Puzzle, Action	6	Nintendo 3D
10725	Brink	2011	Shooter	6.5	PC,Xbox 360,PlayStation 
10726	Virtua Tennis 4	2011	Sports	7	Xbox 360,Wii,PlayStation 
10727	Gray Matter	2011	Adventure	7.5	P
10728	AFL Live	2011	Sports	6	PlayStation 
10729	Darkspore	2011	Action, RPG	7	P
10730	Prince of Persia Classic Trilogy HD	2011	Action, Compilation	8	PlayStation 
10731	The Fancy Pants Adventures	2011	Platformer	7.5	PlayStation 3,Xbox 36
10732	Mega Man X	2011	Action	9	Wi
10733	Operation Flashpoint: Red River	2011	Shooter	7.5	PC,Xbox 36
10734	Shadow Harvest: Phantom Ops	2011	Shooter	4.5	P
10735	Death Rally	2011	Racing	7.5	iPhon
10736	Chime Super Deluxe	2011	Music, Action	8.5	PlayStation 
10737	Dynasty Warriors 7	2011	Action	5	Xbox 360,PlayStation 
10738	Back to the Future: The Game -- Episode 3: Citizen Brown	2011	Adventure	7.5	PC,PlayStation 
10739	Zenonia 3: The Midgard Story	2011	RPG	6.5	iPhon
10740	Bangai-O HD: Missile Fury	2011	Shooter	8.5	Xbox 36
10741	TrackMania: Build to Race	2011	Racing	7	Wi
10742	Rival Turf	2011	Action	4	Wi
10743	RoboSockets	2011	Puzzle	8.5	iPhon
10744	You Don't Know Jack (2011)	2011	Trivia	8.5	iPhon
10745	Raving Rabbids: Travel in Time 3D	2011	Platformer	4.5	Nintendo 3D
10746	MotorStorm Apocalypse	2011	Racing	8	PlayStation 
10747	Dino D-Day	2011	Shooter	5.5	P
10748	Section 8: Prejudice	2011	Shooter	6	Xbox 360,PC,PlayStation 
10749	Patapon 3	2011	Strategy	9	PlayStation Portabl
10750	Rush'N Attack Ex-Patriot	2011	Action	4	PlayStation 3,Xbox 36
10751	Chicken Balls	2011	Action	7.5	iPhon
10752	Your Doodles Are Bugged	2011	Action	7.5	P
10753	Conduit 2	2011	Shooter	7.5	Wi
10754	Air Penguin	2011	Action	8	iPhon
10755	Fantastic Pets	2011	Virtual Pet	7.5	Xbox 36
10756	DanceDanceRevolution	2011	Music	6.5	Xbox 36
10757	DodoGo! Robo	2011	Platformer	8	Nintendo DS
10758	Mortal Kombat	2011	Fighting	8	PlayStation 3,Xbox 360,PlayStation Vit
10759	City of Secrets	2011	Adventure	7	iPhon
10760	Divinity II: The Dragon Knight Saga	2011	RPG	7.5	Xbox 36
10761	Portal 2	2011	Shooter	9.5	PC,Xbox 360,PlayStation 
10762	Final Fantasy IV: The Complete Collection	2011	RPG	9	PlayStation Portabl
10763	SpongeBob SquigglePants	2011	Action	5	Wi
10764	Battlefield Play4Free	2011	Shooter	6	P
10765	Dungeon Hunter: Alliance	2011	Action, RPG	6	PlayStation 3,PlayStation Vit
10766	Yar's Revenge	2011	Shooter	6	Xbox 360,P
10767	Theatre of War 3: Korea	2011	Strategy	5	P
10768	Carnival Games: Monkey See, Monkey Do	2011	Party	6	Xbox 36
10769	SOCOM 4: U.S. Navy SEALs	2011	Shooter	7	PlayStation 
10770	Tom Clancy's Splinter Cell 3D	2011	Action	6.5	Nintendo 3D
10771	Red Faction: Battlegrounds	2011	Action	5	Xbox 360,PlayStation 
10772	Dream Trigger 3D	2011	Shooter	6	Nintendo 3D
10773	Capsized	2011	Platformer	8.5	P
10774	The First Templar	2011	Action, Adventure	4	Xbox 360,P
10775	Fallout: New Vegas -- Honest Hearts	2011	RPG	7.5	Xbox 360,PC,PlayStation 
10776	Pulse: Volume One	2011	Music	8	iPa
10777	L.A. Noire	2011	Adventure	8.5	PlayStation 3,Xbox 36
10778	Mr. Ninja	2011	Action	8.5	iPhon
10779	Army of Darkness: Defense	2011	Action	7.5	iPhon
10780	Yu-Gi-Oh! 5D's World Championship 2011: Over The Nexus	2011	Card, Battle	6.5	Nintendo D
10781	Cargo! The Quest for Gravity	2011	Adventure	5.5	P
10782	Infamous 2	2011	Action	9	PlayStation 
10783	Black Mirror III: Final Fear	2011	Adventure	7.5	P
10784	Gatling Gears	2011	Shooter	8.5	Xbox 360,PlayStation 
10785	SBK 2011	2011	Racing	7	Xbox 360,PlayStation 
10786	Casey's Contraptions	2011	Puzzle	8	iPa
10787	Terraria	2011	Action, RPG	9	PC,PlayStation 3,Xbox 360,PlayStation Vit
10788	99Bullets	2011	Action	8	Nintendo DS
10789	Two Worlds II: Castle Defense	2011	Strategy	6.5	PC,iPhon
10790	Revenge of The Titans	2011	Strategy	7	P
10791	Mighty Milky Way	2011	Puzzle, Action	8.5	Nintendo DS
