0	title	release_year	genre	score	platfor
10792	Duke Nukem Forever	2011	Shooter	5.5	PC,PlayStation 3,Xbox 36
10793	Child of Eden	2011	Action	8.5	Xbox 360,PlayStation 
10794	Green Lantern: Rise of the Manhunters	2011	Action	6	PlayStation 3,Nintendo 3DS,Nintendo DS,Xbox 360,Wi
10795	Alice: Madness Returns	2011	Action	6.5	Xbox 360,PC,PlayStation 
10796	The Witcher 2: Assassins of Kings	2011	RPG	9	P
10797	Dirt 3	2011	Racing	8.5	PC,Xbox 360,PlayStation 
10798	MX vs. ATV Alive	2011	Racing	6.5	PlayStation 3,Xbox 36
10799	Fortix 2	2011	Action	7.5	P
10800	3D Classics: Excitebike	2011	Racing	8	Nintendo 3D
10801	Red Faction: Armageddon	2011	Action	7	PC,Xbox 360,PlayStation 
10802	Velocispider	2011	Shooter	7.5	iPhon
10803	Mount & Blade: With Fire & Sword	2011	RPG	7.5	P
10804	Bumpy Road	2011	Platformer	9	iPhon
10805	Dead or Alive Dimensions	2011	Fighting	8	Nintendo 3D
10806	Back to the Future: The Game -- Episode 4: Double Visions	2011	Adventure	6.5	PlayStation 3,P
10807	F.E.A.R. 3	2011	Shooter	8	PlayStation 3,PC,Xbox 36
10808	Transformers: Dark of the Moon -- Decepticons	2011	Action	5	Nintendo D
10809	BlazBlue: Continuum Shift II	2011	Fighting	7.5	PlayStation Portable,Nintendo 3D
10810	Kona's Crate	2011	Puzzle	8	iPa
10811	Pro Jumper! Guilty Gear Tangent	2011	Platformer	7	Nintendo DS
10812	Delbo	2011	Puzzle, Action	5.5	Nintendo DS
10813	Stratego: Next Edition	2011	Board	7.5	Nintendo DS
10814	Ms. Splosion Man	2011	Action	9	Xbox 36
10815	NCAA Football 12	2011	Sports	8.5	Xbox 360,PlayStation 
10816	The Earth Defense Force: Insect Armageddon	2011	Action	7.5	Xbox 360,PlayStation 3,P
10817	Playstation Move: Ape Escape	2011	Action	4	PlayStation 
10818	Dynasty Warriors: Gundam 3	2011	Action	4	PlayStation 3,Xbox 36
10819	The Lost Town: The Dust	2011	Action, RPG	8	Nintendo DS
10820	Hearts Spades Euchre	2011	Card	7.5	Nintendo DS
10821	Transformers: Dark of the Moon -- Stealth Force Edition	2011	Action	2.5	Nintendo 3DS,Wi
10822	Boardwalk Ball Toss	2011	Action	3.5	Nintendo DS
10823	Kirby's Dream Land	2011	Platformer	8	Nintendo 3D
10824	Super Street Fighter IV: Arcade Edition	2011	Fighting	8	Xbox 360,PC,PlayStation 
10825	Hunted: The Demon's Forge	2011	Action, RPG	6	Xbox 360,PC,PlayStation 
10826	Tecmo Bowl Throwback [Mobile]	2011	Sports	5	iPhon
10827	Storm in a Teacup	2011	Platformer	7	iPhon
10828	Transformers: Dark of the Moon -- Autobots	2011	Action	5	Nintendo D
10829	Grand Prix Story	2011	Simulation	8.5	Android,iPhon
10830	DCS: A-10C Warthog	2011	Flight, Simulation	8	P
10831	The Legend of Zelda: Ocarina of Time 3D	2011	Action, Adventure	9.5	Nintendo 3D
10832	Radar Mission	2011	Action	6.5	Nintendo 3D
10833	Feed Me Oil	2011	Puzzle	9	iPhon
10834	Cars 2	2011	Racing, Action	8	Xbox 360,Wii,Nintendo DS,PlayStation 
10835	Wipeout In the Zone	2011	Party	7	Xbox 36
10836	Wii Play: Motion	2011	Party	4	Wi
10837	MLB Bobblehead Pros	2011	Sports, Action	7.5	Xbox 36
10838	Burn the City	2011	Puzzle, Action	6.5	iPhon
10839	Deadliest Warrior: Legends	2011	Fighting, Action	7	Xbox 360,PlayStation 
10840	Jewel Keepers: Easter Island	2011	Puzzle	6	Nintendo DS
10841	Just Jam	2011	Music	7.5	Wi
10842	Farm Frenzy	2011	Strategy	4	Nintendo DS
10843	Make-Up & Style	2011	Simulation	4	Nintendo DS
10844	Backbreaker Vengeance	2011	Sports	4.5	Xbox 36
10845	Moto Extreme	2011	Racing	6	Nintendo DS
10846	Big Town Shoot Out	2011	Shooter	6	Wi
10847	BackStab	2011	Action	4.5	iPa
10848	Mega Man 5	2011	Action	8.5	Wi
10849	Jamestown: Legend of the Lost Colony	2011	Shooter	8.5	P
10850	The Sims 3: Generations	2011	Simulation	7	P
10851	Garshasp	2011	Action	5	P
10852	Kung Fu Panda 2	2011	Action	3	Wii,PlayStation 3,Nintendo DS,Xbox 36
10853	Alleyway	2011	Action	6	Nintendo 3D
10854	Transformers: Dark of the Moon	2011	Action	6	Xbox 360,PlayStation 3,iPa
10855	Critical Mass	2011	Puzzle, Action	8	P
10856	Super Mario Land	2011	Platformer	7.5	Nintendo 3D
10857	Frozen Synapse	2011	Strategy	8.5	P
10858	Under Siege	2011	Strategy	5	PlayStation 
10859	Wizardry: The Labyrinth of Lost Souls	2011	Adventure	5.5	PlayStation 
10860	Shadows of the Damned	2011	Adventure	7	PlayStation 3,Xbox 36
10861	Dungeon Siege III	2011	RPG	6.5	PC,PlayStation 3,Xbox 36
10862	Record of Agarest War Zero	2011	Strategy, RPG	6.5	PlayStation 3,Xbox 36
10863	Half-Minute Hero: Super Mega Neo Climax Edition	2011	RPG	8	Xbox 36
10864	Galaga Legions DX	2011	Shooter	6.5	Xbox 360,PlayStation 
10865	Mystery Case Files: The Malgrave Incident	2011	Adventure	5.5	Wi
10866	Puzzle Dimension	2011	Puzzle	8	PlayStation 
10867	UFC Personal Trainer: The Ultimate Fitness System	2011	Sports	4.5	PlayStation 3,Xbox 360,Wi
10868	Resident Evil: The Mercenaries 3D	2011	Action	6.5	Nintendo 3D
10869	1-bit Ninja	2011	Platformer	8	iPhon
10870	Alien Zombie Megadeath	2011	Shooter	8.5	PlayStation 
10871	Angry Business Man	2011	Action	5.5	iPhon
10872	Cubic Ninja	2011	Platformer	5.5	Nintendo 3D
10873	Akimi Village	2011	Adventure	6.5	PlayStation 
10874	Final Fantasy III (SNES)	2011	RPG	9.5	Wi
10875	The Mooniacs	2011	Action	7.5	iPhon
10876	Magic: The Gathering -- Duels of the Planeswalkers 2012	2011	Card, Battle	8.5	PC,Xbox 36
10877	Back to the Future: The Game -- Episode 5: Outatime	2011	Adventure	7	PC,PlayStation 
10878	Continuity 2	2011	Puzzle	8	iPhon
10879	The Mystery of Whiterock Castle	2011	Puzzle, Adventure	7	Wi
10880	Captain America: Super Soldier	2011	Action	5.5	Wii,PlayStation 3,Xbox 360,Nintendo DS,Nintendo 3D
10881	Call of Juarez: The Cartel	2011	Shooter	4.5	Xbox 360,PlayStation 3,P
10882	Proun	2011	Racing	8	P
10883	3D Pixel Racing	2011	Racing	6	Wi
10884	Just SING! 80s Collection	2011	Music	5	Nintendo DS
10885	AfterZoom	2011	Simulation	7.5	Nintendo DS
10886	Puzzle Fever	2011	Puzzle	7.5	Nintendo DS
10887	Extreme Hangman 2	2011	Trivia	6.5	Nintendo DS
10888	Catherine	2011	Adventure	9	Xbox 360,PlayStation 
10889	L.A. Noire: Reefer Madness	2011	Adventure	6	PlayStation 3,Xbox 36
10890	Boulder Dash-XL	2011	Puzzle, Action	8	Xbox 36
10891	Solar 2	2011	Action	8	P
10892	Harry Potter and the Deathly Hallows: Part 2	2011	Adventure	5.5	Xbox 360,PlayStation 3,Wi
10893	Dead Block	2011	Adventure	3.5	Xbox 36
10894	Gods & Heroes: Rome Rising	2011	RPG	4	P
10895	Quest Runner	2011	Strategy	7	iPhon
10896	Warhammer 40,000: Kill Team	2011	Shooter	6.5	PlayStation 3,Xbox 36
10897	Dragon Age II -- Legacy	2011	RPG	6.5	PC,Xbox 360,PlayStation 
10898	Pac-Man & Galaga Dimensions	2011	Action	5	Nintendo 3D
10899	Jet Set Go	2011	Strategy	7	iPhon
10900	Insanely Twisted Shadow Planet	2011	Shooter	8	Xbox 360,P
10901	Cartoon Network: Punch Time Explosion	2011	Action	4.5	Nintendo 3D
10902	Groove Coaster	2011	Music, Action	9.5	iPhon
10903	Zombie Gunship	2011	Shooter	9	iPhon
10904	Runespell: Overture	2011	RPG	6.5	P
10905	Go Series: Portable Shrine Wars	2011	Action	9	Nintendo DS
10906	Oscar's World Tour	2011	Adventure	5	Nintendo DS
10907	Dungeons of Dredmor	2011	RPG	8.5	P
10908	Tobe's Vertical Adventure	2011	Platformer	8	P
10909	Let's Golf 3D	2011	Sports	9	Nintendo 3D
10910	Brawl Brothers	2011	Action	7	Wi
10911	One Man Army	2011	Strategy	6	iPhon
10912	Bleach: Soul Resurreccion	2011	Fighting	7	PlayStation 
10913	Stickman BMX	2011	Sports	6	iPhon
10914	From Dust	2011	Simulation	8.5	Xbox 360,PlayStation 3,P
10915	Dream Track Nation	2011	Racing	8	iPhon
10916	Cthulhu Saves the World	2011	RPG	8	P
10917	Fallout: New Vegas -- Old World Blues	2011	RPG	8	PC,Xbox 360,PlayStation 
10918	Aww, Eggplant	2011	Puzzle	7.5	iPhon
10919	My Australian Farm	2011	Simulation	5	Nintendo DS
10920	Mega Mall Story	2011	Strategy	9	iPhon
10921	Chantelise: A Tale of Two Sisters	2011	Action, RPG	5	P
10922	Trapped Dead	2011	Strategy	4	P
10923	The Last Rocket	2011	Action	7	iPhon
10924	My Asian Farm	2011	Simulation	5	Nintendo DS
10925	Pixel Racer	2011	Racing	5.5	iPhon
10926	3D Classics: Xevious	2011	Shooter	8	Nintendo 3D
10927	Bobby Carrot Forever	2011	Puzzle, Adventure	7	Wi
10928	Kung Fu Dragon	2011	Action	7	Nintendo DS
10929	Trollboarder	2011	Sports	3	Nintendo DS
10930	World of Tanks	2011	RPG	7.5	PC,Xbox 36
10931	Quiz Climber	2011	Trivia	6.5	iPhon
10932	Age of Empires Online	2011	Strategy	7	P
10933	Defy Gravity Extended	2011	Action	8	P
10934	Shin Megami Tensei: Devil Survivor Overclocked	2011	RPG	7.5	Nintendo 3D
10935	Deus Ex: Human Revolution	2011	Shooter	9	PC,PlayStation 3,Xbox 36
10936	Crazy Hamster	2011	Puzzle, Action	6	Nintendo DS
10937	Black Prophecy	2011	Action	7.5	P
10938	Kyotokei	2011	Action, Adventure	7.5	Wi
10939	Go! Go! Kokopolo: Harmonious Forest Revenge	2011	Action, Adventure	8.5	Nintendo DS
10940	Gesundheit	2011	Puzzle, Action	9.5	iPhon
10941	Super Adventure Island 2	2011	Adventure	8	Wi
10942	Siege Hero	2011	Strategy	7.5	iPhon
10943	Rugby World Cup 2011	2011	Sports	5	PlayStation 3,Xbox 36
10944	Street Fighter III: Third Strike -- Online Edition	2011	Fighting	9	Xbox 360,PlayStation 
10945	Taco Master	2011	Strategy	6.5	iPhon
10946	Trauma	2011	Simulation	7	P
10947	Cowboys & Aliens: Silver City Defense	2011	Shooter	2	iPhon
10948	Fruit Ninja Kinect	2011	Action	5.5	Xbox 36
10949	Pollen Count	2011	Puzzle, Action	7	iPhon
10950	Ninja Fishing	2011	Action	8	iPhon
10951	E.Y.E.: Divine Cybermancy	2011	Shooter	5	P
10952	NHL 12	2011	Sports	8.5	PlayStation 3,Xbox 36
10953	Bridge	2011	Card	5.5	Nintendo DS
10954	Defense of the Middle Kingdom	2011	Strategy	8	Nintendo DS
10955	Gears of War 3	2011	Shooter	9	Xbox 36
10956	Mega Man: Dr. Wily's Revenge	2011	Action	7.5	Nintendo 3D
10957	The Gunstringer	2011	Action	8	Xbox 36
10958	Build-A-Lot	2011	Simulation	6.5	Nintendo DS
10959	iBlast Moki 2	2011	Puzzle	8	iPhon
10960	Zoonies: Escape from Makatu	2011	Puzzle	8	Nintendo DS
10961	3D Classics: Urban Champion	2011	Fighting	2.5	Nintendo 3D
10962	Blockado: Puzzle Island	2011	Puzzle	6	Nintendo DS
10963	Temple Run	2011	Action	7.5	iPhon
10964	El Shaddai: Ascension of the Metatron	2011	Action	5	Xbox 360,PlayStation 
10965	Pirates of Black Cove	2011	Strategy, RPG	5.5	P
10966	Mario's Picross	2011	Puzzle	8.5	Nintendo 3D
10967	Go Fetch! 2	2011	Action	6	Nintendo DS
10968	Play & Learn Spanish	2011	Productivity	6	Nintendo DS
10969	Cut The Rope: Experiments	2011	Puzzle	9	iPhon
10970	B Team - Episode 2: Ice & Venom	2011	Shooter	6.5	Nintendo DS
10971	Monochrome Racing	2011	Racing	3	Wi
10972	Radiant Silvergun	2011	Shooter	9	Xbox 36
10973	Tropico 4	2011	Strategy	8.5	P
10974	Hard Reset	2011	Shooter	7.5	P
10975	Skydrift	2011	Racing, Action	8	Xbox 360,PlayStation 
10976	Sprinkle	2011	Action	7	iPhon
10977	No More Heroes: Heroes' Paradise	2011	Action	7.5	PlayStation 
10978	Toy Soldiers: Cold War	2011	Shooter	8.5	Xbox 36
10979	Men Of War: Vietnam	2011	Strategy	7	P
10980	Puzzle Rocks	2011	Puzzle	5.5	Nintendo DS
10981	Infinity Field	2011	Shooter	8.5	iPhon
10982	Leedmees	2011	Puzzle	7	Xbox 36
10983	DotMan	2011	Racing	7.5	Nintendo DS
10984	Warhammer 40,000: Space Marine	2011	Shooter	7.5	PC,PlayStation 3,Xbox 36
10985	Paint Splash	2011	Simulation	8	Wi
10986	The Ico & Shadow of the Colossus Collection	2011	Adventure, Compilation	8.5	PlayStation 
10987	Rise of Nightmares	2011	Adventure	4	Xbox 36
10988	Dead Island	2011	Action	8	PC,Xbox 360,PlayStation 
10989	IL-2 Sturmovik: Cliffs of Dover	2011	Flight, Simulation	6	P
10990	Disgaea 4: A Promise Unforgotten	2011	Strategy, RPG	8.5	PlayStation 
10991	Driver: San Francisco	2011	Racing, Action	7	Wii,Xbox 360,PC,PlayStation 
10992	Resistance 3	2011	Shooter	9	PlayStation 
10993	BloodRayne: Betrayal	2011	Action, Adventure	9	PlayStation 3,Xbox 36
10994	The Baconing	2011	Action, RPG	6	PC,Xbox 360,PlayStation 
10995	Serious Sam: Double D	2011	Shooter	7	P
10996	Hector: Badge of Carnage -- Episode 2	2011	Adventure	7.5	PC,iPa
10997	Contre Jour	2011	Action	8	iPhon
10998	Jonah Lomu Rugby Challenge	2011	Sports	7	Xbox 36
10999	Rugby Challenge	2011	Sports	7	PlayStation 
11000	Star Fox 64 3D	2011	Flight	9	Nintendo 3D
11001	Spy Mouse	2011	Puzzle, Adventure	7	iPhon
11002	GO Series: Fishing Resort	2011	Sports	6.5	Nintendo DS
11003	House M.D. -- Episode 2: Blue Meanie	2011	Simulation	4	Nintendo DS
11004	Trenches Generals	2011	Strategy	6	Wi
11005	Bodycount	2011	Action	6	Xbox 360,PlayStation 
11006	Madden NFL 12	2011	Sports	7	Wii,Xbox 360,PlayStation 
11007	God of War Origins	2011	Action, Compilation	9	PlayStation 
11008	Jerry Rice & Nitus' Dog Football	2011	Sports	7	Wi
11009	Hamilton's Great Adventure	2011	Adventure	7	PlayStation 
11010	Mortal Kombat Arcade Kollection	2011	Fighting, Compilation	6	PlayStation 3,Xbox 36
11011	The Ignition Factor	2011	Action	7	Wi
11012	Hole In The Wall	2011	Puzzle, Action	5	Xbox 36
11013	Magical Whip: Wizards of Phantasmal Forest	2011	Adventure	8	Nintendo DS
11014	Gargoyle's Quest	2011	Action, Adventure	8.5	Nintendo 3D
11015	Inazuma Eleven	2011	Sports, Simulation	7.5	Nintendo D
11016	Calculator	2011	Productivity	7	Nintendo DS
11017	Fallout: New Vegas -- Lonesome Road	2011	RPG	6.5	Xbox 360,PlayStation 3,P
11018	3D Classics: TwinBee	2011	Shooter	6	Nintendo 3D
11019	The Sims Medieval: Pirates and Nobles	2011	Simulation	5.5	P
11020	Roboto	2011	Action	5.5	iPhon
11021	Red Orchestra 2: Heroes of Stalingrad	2011	Shooter	8	P
11022	Let's Create! Pottery	2011	Simulation	6	Nintendo DS
11023	Pickpawcket	2011	Action	6.5	iPhon
11024	Supremacy MMA	2011	Fighting	5	Xbox 36
11025	Another World	2011	Adventure	9	iPhon
11026	Quarrel	2011	Puzzle	9	iPhone,Xbox 36
11027	Swing the Bat	2011	Puzzle	6	iPhon
11028	Renegade Ops	2011	Shooter	8.5	Xbox 360,PlayStation 
11029	Resident Evil 4 HD	2011	Action, Adventure	8.5	PlayStation 
11030	Rock of Ages	2011	Action	7.5	Xbox 360,P
11031	Early Bird	2011	Puzzle, Action	8	iPhon
11032	MotoHeroz	2011	Racing, Action	9	Wi
11033	F1 2011	2011	Racing	8.5	Xbox 360,PlayStation 3,Nintendo 3DS,PlayStation Vit
11034	Dragon Quest Monsters: Joker 2	2011	RPG	8.5	Nintendo D
11035	Achron	2011	Strategy	5	P
11036	Kirby: Mass Attack	2011	Strategy	8.5	Nintendo D
11037	4 Elements HD	2011	Puzzle	7.5	PlayStation 
11038	Samurai Bloodshow	2011	Card, Battle	7	iPhon
11039	Orcs Must Die	2011	Strategy	9	PC,Xbox 36
11040	Rage	2011	Shooter	8.5	PC,PlayStation 3,Xbox 36
11041	Eufloria	2011	Strategy	7	PlayStation 
11042	Tetris: Axis	2011	Puzzle	7.5	Nintendo 3D
11043	Hector: Badge of Carnage -- Episode 3: Beyond Reasonable Doom	2011	Adventure	8	PC,iPa
11044	Wasteland Angel	2011	Shooter	5	P
11045	Mercury Hg	2011	Puzzle, Action	8	Xbox 360,PlayStation 
11046	NBA Jam: On Fire Edition	2011	Sports, Action	9	Xbox 360,PlayStation 
11047	Crystal Caverns of Amon-Ra	2011		5	Nintendo DS
11048	Bugs'N'Balls	2011	Action	5	Nintendo DS
11049	Resident Evil -- CODE: Veronica X HD	2011	Action, Adventure	5	Xbox 360,PlayStation 
11050	Dark Souls	2011	Action, RPG	9	PlayStation 3,Xbox 36
11051	X-Men: Destiny	2011	Action	5.5	Xbox 360,PlayStation 3,Nintendo DS,Wi
11052	FIFA Soccer 12	2011	Sports	6	Wii,Xbox 360,PlayStation 
11053	FIFA Soccer 12 [3DS Edition]	2011	Sports	7	Nintendo 3D
11054	Shadowgun	2011	Shooter	7	iPhon
11055	Blocks That Matter	2011	Platformer	8.5	P
11056	Solatorobo: Red The Hunter	2011	RPG	8	Nintendo D
11057	Tom Clancy's Splinter Cell Classic Trilogy HD	2011	Action, Compilation	6.5	PlayStation 
11058	Where's My Water?	2011	Puzzle, Action	9	iPhon
11059	Rise of Immortals	2011	RPG	4	P
11060	Trackmania 2: Canyon	2011	Racing	8.5	P
11061	Bit.Trip Complete	2011	Action, Compilation	8	Wi
11062	NBA 2K12	2011	Sports	9.5	Xbox 360,PlayStation 
11063	Super Mario Land 2	2011	Platformer	9	Nintendo 3D
11064	EscapeVektor: Chapter 1	2011	Platformer	9	Wi
11065	Persona 2: Innocent Sin	2011	RPG	8	PlayStation Portabl
11066	Bit.Trip Saga	2011	Action	8	Nintendo 3D
11067	Harvest Moon DS: The Tale of Two Towns	2011	Simulation	6	Nintendo D
11068	Rochard	2011	Action	8.5	PlayStation 3,P
11069	Break Tactics	2011	Strategy	4	Nintendo DS
11070	Escape Trick: Ninja Castle	2011	Puzzle, Action	4.5	Nintendo DS
11071	Burnout Crash	2011	Racing	7.5	Xbox 360,PlayStation 
11072	Just Dance 3	2011	Music	8	Wii,Xbox 36
11073	Dead Rising 2: Off the Record	2011	Action, Adventure	7	PlayStation 3,PC,Xbox 36
11074	Sideway: New York	2011	Platformer	8	PlayStation 3,P
11075	Aya and the Cubes of Light	2011		7	Wi
11076	Professor Layton and the Last Specter	2011	Adventure	9	Nintendo D
11077	A Game of Thrones: Genesis	2011	Strategy	6	P
11078	Sesame Street: Once Upon a Monster	2011	Educational, Adventure	8.5	Xbox 36
11079	Batman: Arkham City	2011	Action	9.5	Xbox 360,PlayStation 3,P
11080	Dance Central 2	2011	Music	9	Xbox 36
11081	Rune Factory: Tides of Destiny	2011	RPG	5.5	Wii,PlayStation 
11082	The Binding of Isaac	2011	RPG	7.5	P
11083	Oio	2011	Platformer	7.5	P
11084	Atelier Totori: The Adventurer of Arland	2011	RPG	7.5	PlayStation 
11085	Dragon Nest	2011	Adventure	8.5	P
11086	Horizon Riders	2011	Action	8	Wi
11087	101-in-1 Explosive Megamix	2011	Puzzle, Compilation	2.5	Wi
11088	Catrap	2011	Puzzle, Action	8.5	Nintendo 3D
11089	Ace Combat Assault Horizon	2011	Flight, Action	7.5	PlayStation 3,Xbox 36
11090	Go Vacation	2011	Adventure	7	Wi
11091	1001 BlockBusters	2011	Action	7	Nintendo DS
11092	Scribblenauts Remix	2011	Puzzle, Action	9	iPhon
11093	Side Pocket	2011	Sports	5	Nintendo 3D
11094	The Legend of Zelda: Four Swords Anniversary Edition	2011	Adventure	9	Nintendo DS
11095	House M.D. -- Episode 3: Skull and Bones	2011	Simulation	4	Nintendo DS
11096	Simply Minesweeper	2011	Board	6	Nintendo DS
11097	The Dark Meadow	2011	Action, Adventure	8	iPhon
11098	Spider-Man: Edge of Time	2011	Action	4.5	Xbox 360,PlayStation 3,Wii,Nintendo 3D
11099	Forza Motorsport 4	2011	Racing	9.5	Xbox 36
11100	Battlefield 3	2011	Shooter	9	PC,Xbox 360,PlayStation 
11101	Rocksmith	2011	Music	8	Xbox 360,PlayStation 
11102	Mage Gauntlet	2011	Action, RPG	7.5	iPhon
11103	Fish Tank	2011	Puzzle	6.5	Wi
11104	Furry Legends: Beginnings	2011	Platformer	7.5	Nintendo DS
11105	Off-Road Drive	2011	Racing	5	P
11106	Gabrielle's Ghostly Groove 3D	2011	Adventure	7.5	Nintendo 3D
11107	Guardian Heroes	2011	Fighting	8.5	Xbox 36
11108	The Cursed Crusade	2011	Action, Adventure	4	Xbox 360,PlayStation 
11109	Pro Evolution Soccer 2012	2011	Sports	8	PlayStation 3,Xbox 36
11110	Pocket League Story	2011	Sports, Simulation	7.5	Android,iPhon
11111	Castle Conqueror -- Revolution	2011	Strategy	7.5	Nintendo DS
11112	WRC 2 FIA World Rally Championship	2011	Racing	5.5	PlayStation 3,Xbox 36
11113	Ratchet & Clank: All 4 One	2011	Platformer	8	PlayStation 
11114	Deus Ex: Human Revolution -- The Missing Link	2011	Shooter	8	PlayStation 3,Xbox 360,P
11115	Okabu	2011	Action	5.5	PlayStation 
11116	PayDay: The Heist	2011	Shooter	7.5	PlayStation 
11117	The Sims 3: Pets	2011	Simulation	7	PlayStation 3,PC,Xbox 36
11118	Rocketbirds: Hardboiled Chicken	2011	Platformer	7.5	PlayStation 
11119	Aliens: Infestation	2011	Action	8	Nintendo D
11120	Dragon Age II -- Mark of the Assassin	2011	RPG	8.5	PlayStation 3,PC,Xbox 36
11121	Football Manager 2012	2011	Sports, Simulation	9	P
11122	Academy: Checkers	2011	Board	7	Nintendo DS
11123	Disney Universe	2011	Action, Adventure	7	PlayStation 3,Xbox 36
11124	Bike Baron	2011	Action	8	iPhon
11125	Beat Hazard Ultra	2011	Shooter	5	PlayStation 
11126	PixelJunk: SideScroller	2011	Shooter	6.5	PlayStation 
11127	Zombie Parkour Runner	2011	Action	7	iPhon
11128	Dragon Ball Z: Ultimate Tenkaichi	2011	Action	7.5	PlayStation 3,Xbox 36
11129	Might & Magic Heroes VI	2011	Strategy	8	P
11130	Blackwater	2011	Shooter	2.5	Xbox 36
11131	Before the Echo	2011	Music	6.5	P
11132	BurgerTime World Tour	2011	Action	5.5	Xbox 36
11133	The Haunted: Hells Reach	2011	Shooter	5	P
11134	Modern Combat 3: Fallen Nation	2011	Shooter	8.5	iPhon
11135	Rayman Origins	2011	Platformer	9.5	Wii,PlayStation 3,Xbox 360,PlayStation Vita,P
11136	PowerUp Heroes	2011	Fighting	5.5	Xbox 36
11137	Zombie Apocalypse: Never Die Alone	2011	Action	7.5	Xbox 360,PlayStation 
11138	Fruit Ninja: Puss in Boots	2011	Action	8.5	iPhon
11139	Pokemon Rumble Blast	2011	Fighting	6.5	Nintendo 3D
11140	The House of the Dead: Overkill -- Extended Cut	2011	Shooter	7.5	PlayStation 
11141	Uncharted 3: Drake's Deception	2011	Action, Adventure	10	PlayStation 
11142	GoldenEye 007: Reloaded	2011	Action	8.5	PlayStation 3,Xbox 36
11143	The Lord of the Rings: War in the North	2011	Action, RPG	7	PC,PlayStation 3,Xbox 36
11144	Dungeon Defenders	2011	Strategy	8.5	PC,PlayStation 3,Xbox 36
11145	Worms Crazy Golf	2011	Puzzle, Action	9	iPhon
11146	Call of Duty: Modern Warfare 3	2011	Shooter	9	PC,Xbox 360,PlayStation 3,Wi
11147	Kinect Sports: Season 2	2011	Sports, Action	6.5	Xbox 36
11148	Metal Gear Solid HD Collection	2011	Action, Compilation	9	PlayStation 3,Xbox 360,PlayStation Vit
11149	Kirby's Return to Dream Land	2011	Platformer	7.5	Wi
11150	The War of the Worlds	2011	Platformer	4	Xbox 36
11151	Sonic Generations	2011	Platformer	8.5	PlayStation 3,Xbox 360,PC,Nintendo 3D
11152	Bring Me Sandwiches!!	2011	Platformer	7	iPhon
11153	Everybody Dance	2011	Music	6.5	PlayStation 
11154	BurgerTime Deluxe	2011	Action	7.5	Nintendo 3D
11155	Pyramids	2011	Puzzle, Action	7.5	Nintendo 3D
11156	Infamous: Festival of Blood	2011	Action	7.5	PlayStation 
11157	Halloween: Trick or Treat	2011	Puzzle, Action	5	Nintendo DS
11158	Medieval Moves: Deadmund's Quest	2011	Action	8	PlayStation 
11159	Naruto Shippuden: Ultimate Ninja Impact	2011	Fighting, Action	7	PlayStation Portabl
11160	Oh! Edo Towns	2011	Simulation	7	iPhon
11161	Skylanders Spyro's Adventure	2011	Action, Adventure	8	Wii,Xbox 360,PlayStation 
11162	Anima: Ark of Sinners	2011	Platformer	5.5	Wi
11163	Stronghold 3	2011	Strategy	5.5	P
11164	Serious Sam: The Random Encounter	2011	RPG	7	P
11165	Balloon Kid	2011	Platformer	7.5	Nintendo 3D
11166	1950's Lawnmower Kids	2011	Strategy	4.5	Nintendo DS
11167	Gnomz	2011	Action	6	Wi
11168	House M.D. -- Episode 4: Crashed	2011	Simulation	3	Nintendo DS
11169	Real Steel	2011	Fighting	3	PlayStation 3,Xbox 36
11170	Assassin's Creed: Revelations	2011	Action, Adventure	8.5	Xbox 360,PlayStation 
11171	The Elder Scrolls V: Skyrim	2011	RPG	9.5	PlayStation 3,Xbox 360,P
11172	Otomedius Excellent	2011	Shooter	5.5	Xbox 36
11173	Halo: Combat Evolved Anniversary	2011	Shooter	8	Xbox 36
11174	NCIS: The Game	2011	Adventure	4.5	PlayStation 3,Xbox 36
11175	Need for Speed: The Run	2011	Racing	6.5	PlayStation 3,Xbox 36
11176	Ultimate Marvel Vs. Capcom 3	2011	Fighting	8.5	PlayStation 3,Xbox 360,PlayStation Vit
11177	Serious Sam 3: BFE	2011	Shooter	7	P
